Inspection ID,DBA Name,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
2268375,AMERICA'S DOG,Restaurant,Risk 1 (High),100 W RANDOLPH ST ,Chicago,IL,60601,2/22/2019,Canvass,Out of Business,Unknown,41.88458627,-87.63101045,"{'latitude': '-87.63101044588599', 'longitude': '41.88458626715456'}"
2268320,Godiva Chocolatier,Restaurant,Risk 2 (Medium),1 W RANDOLPH ST STE 1,Chicago,IL,60601,2/21/2019,Canvass,Pass w/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO EMPLOYEE HEALTH POLICY/TRAINING ON SITE. INSTRUCTED FACILITY TO ESTABLISH AN APPROPRIATE EMPLOYEE HEALTH POLICY/TRAINING SYSTEM AND MAINTAIN WITH VERIFIABLE SIGNED COPIES ON SITE FOR ALL FOOD EMPLOYEES.  PRIORITY FOUNDATION VIOLATION #7-38-010. NO CITATION ISSUED. | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO PROCEDURE/PLAN FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS. INSTRUCTED FACILITY TO DEVELOP AND MAINTAIN A PROCEDURE/PLAN AND TO MAINTAIN ANY APPROPRIATE SUPPLIES TO HANDLE BODILY FLUID SPILLS ON SITE.  PRIORITY FOUNDATION VIOLATION #7-38-005. NO CITATION ISSUED. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: NOTED HANDSINKS IN THE FOLLOWING AREAS NOT MAINTAINED AND WITH IMPROPER TEMPERATURES OF HOT WATER: FRONT PREP COUNTER HANDSINK (77.4F) AND REAR HANDSINK NEAR DISH AREA (80.8). PERSON IN CHARGE HAD BOTH SINK SERVICED AND CORRECTED BY BUILDING MAINTENANCE DURING THE INSPECTION. FOLLOWING THE SERVICING, THE HOT WATER TEMPERATURES WERE OBSERVED FOR THE FRONT PREP COUNTER HANDSINK AT 112.3F AND THE HANDSINK NEAR THE DISH AREA AT 115F. INSTRUCTED THAT HOT WATER AT HAND WASHING SINKS MUST BE AT LEAST 100F AND SHALL NOT EXCEED 120F. INSTRUCTED TO MAINTAIN.  PRIORITY FOUNDATION 7-38-030(C).CITATION ISSUED. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED THE LOWEST SHELF ON A SHELVING UNIT IN STORAGE ROOM 3 INCHES FROM THE GROUND. INSTRUCTED TO RAISE SHELF TO AT LEAST 6 INCHES OFF THE FLOOR TO PROVIDE FLOOR ACCESSIBILITY AND ENSURE ADEQUATE FACILITY CLEANING. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED RIGHT DOOR TO THE STORAGE CABINET UNDER THE FRONT HANDSINK LOOSE AT THE HINGE. INSTRUCTED TO REPAIR. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED EXCESS CLUTTER AND UNNECESSARY ARTICLES STORED IN THE REAR STORAGE ROOM. MUST REMOVE ALL UNNECESSARY ARTICLES, CLEAN ALL CLUTTER, ORGANIZE, AND MAINTAIN AREAS AT ALL TIMES | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED NO PROOF OF TRAINING FOR ALL FOOD HANDLERS. INSTRUCTED TO PROVIDE AND MAINTAIN RECORDS AT ALL TIMES. ",41.88438065,-87.62798705,"{'latitude': '-87.62798704568728', 'longitude': '41.88438065063339'}"
2262173,NAF NAF GRILL,Restaurant,Risk 1 (High),326 N MICHIGAN AVE ,Chicago,IL,60601,2/19/2019,Complaint,Pass w/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO EMPLOYEE HEALTH POLICY/TRAINING ON SITE. INSTRUCTED FACILITY TO ESTABLISH AN APPROPRIATE EMPLOYEE HEALTH POLICY/TRAINING SYSTEM AND MAINTAIN WITH VERIFIABLE SIGNED COPIES ON SITE FOR ALL FOOD EMPLOYEES.  PRIORITY FOUNDATION VIOLATION #7-38-010. NO CITATION ISSUED | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO PROCEDURE/PLAN FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS. INSTRUCTED FACILITY TO DEVELOP AND MAINTAIN A PROCEDURE/PLAN AND TO MAINTAIN ANY APPROPRIATE SUPPLIES TO HANDLE BODILY FLUID SPILLS ON SITE.  PRIORITY FOUNDATION VIOLATION #7-38-005. NO CITATION ISSUED. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HANDSINK IN DISH AREA NEAR THE 1ST FLOOR 3-COMPARTMENT SINK. INSTRUCTED TO INSTALL ACCORDING TO FOOD CODE RULE AND CITY STANDARDS FOR HANDSINK INSTALLATION.  PRIORITY FOUNDATION VIOLATION 7-38-030(C). NO CITATION ISSUED. | 16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: OBSERVED A BLACK SUBSTANCE DROP IN A CLEAR CUP WHEN THE NOZZLE WAS PRESSED FOR THE FUZE ICED TEA DISPENSER ON THE SELF SERVICE DRINK MACHINE. THE NOZZLE OF THE SELECTED DRINK AND OTHER DRINK NOZZLES ALSO HAD SLIME BUILDUP. INSTRUCTED TO CLEAN, SANITIZE AND MAINTAIN. PERSON IN CHARGE SERVICED THE DRINK MACHINE AND REMOVED, CLEANED AND SANITIZED ALL NOZZLES DURING INSPECTION. PRIORITY FOUNDATION VIOLATION #7-38-005.CITATION ISSUED | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED GREASE BUILDUP ON THE GRILL TOP BEHIND THE FRONT COUNTER SERVICE LINE. INSTRUCTED TO DEGREASE, CLEAN AND SANITIZE. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED NO FOOD MANAGER WITH ALLERGEN TRAINING. INSTRUCTED ANY PERSONS WITH THE CITY OF CHICAGO FOOD SANITATION CERTIFICATE TO COMPLY WITH COMPLETION OF TRAINING.",41.88741511,-87.62469815,"{'latitude': '-87.62469814634396', 'longitude': '41.88741511429226'}"
2262159,COGENT SERVICES,Restaurant,Risk 1 (High),203 N LA SALLE ST ,Chicago,IL,60601,2/19/2019,Canvass,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED MILK CRATES BEING USED AS SHELVING THROUGHOUT THE PREP AND STORAGE AREAS. MUST REMOVE AND PROVIDE SHELVING THAT IS 6' OFF THE FLOOR AND PROVIDES FLOOR ACCESSIBILITY TO ENSURE ADEQUATE FACILITY CLEANING. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DUST BUILDUP ON CEILING FANS AND SURROUNDING CEILING TILES IN THE FRONT AND REAR PREP AREAS. INSTRUCTED TO CLEAN AND MAINTAIN.",41.88582205,-87.63230374,"{'latitude': '-87.63230373508567', 'longitude': '41.885822047853026'}"
2262118,HALSTED STREET DELI & BAGEL,Restaurant,Risk 1 (High),203 N LA SALLE ST ,Chicago,IL,60601,2/19/2019,Canvass,Pass w/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO EMPLOYEE HEALTH POLICY/TRAINING ON SITE. INSTRUCTED FACILITY TO ESTABLISH AN APPROPRIATE EMPLOYEE HEALTH POLICY/TRAINING SYSTEM AND MAINTAIN WITH VERIFIABLE SIGNED COPIES ON SITE FOR ALL FOOD EMPLOYEES.  PRIORITY FOUNDATION VIOLATION #7-38-010. NO CITATION ISSUED | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO PROCEDURE/PLAN FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS. INSTRUCTED FACILITY TO DEVELOP AND MAINTAIN A PROCEDURE/PLAN AND TO MAINTAIN ANY APPROPRIATE SUPPLIES TO HANDLE BODILY FLUID SPILLS ON SITE.  PRIORITY FOUNDATION VIOLATION #7-38-005. NO CITATION ISSUED. | 23. PROPER DATE MARKING AND DISPOSITION - Comments: OBSERVED READY-TO-EAT, TIME/TEMPERATURE CONTROL FOR SAFETY (TCS) FOODS NOT DATE MARKED TO INDICATE THE PRODUCT'S NAME AND DATE IN WHICH THE FOOD MUST BE SOLD, DISCARDED OR CONSUMED WITHIN 7 DAYS. INSTRUCTED TO PROVIDE PROPER LABELS FOR DATE MARKING AND DISCARD DATE FOR REFRIGERATED, READY-TO-EAT, TCS FOODS HELD OVER 24HRS PLACED IN ALL COLD-HOLDING UNITS.  PRIORITY FOUNDATION VIOLATION #7-38-005. NO CITATION ISSUED. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: OBSERVED FOOD STORED IN CONTAINERS IN ALL THE COOLERS AND COLD-HOLDING UNITS WITHOUT PROPER LABELING OF THE FOOD ITEM'S NAME. INSTRUCTED TO PERSON IN CHARGE TO PROVIDE A LABEL REFLECTING THE FOOD ITEM'S NAME WHEN FOOD HAS BEEN REMOVE FROM ITS ORIGINAL PACKAGING. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED A BOX OF OYSTER CRACKER WITH STORED ON THE FLOOR BEHIND THE FRONT SERVICE COUNTER. INSTRUCTED MANAGER TO PROPERLY STORE AND PROTECT FOOD ITEMS FROM CONTAMINATION WHILE STORED BY ELEVATING AT LEAST 6 INCHES FROM THE FLOOR ON RAISED SHELVING UNITS. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED CUTTING BOARDS ON THE FRONT COUNTER SERVICE PREP AREA WITH OPEN SEAMS AND DARK STAINS. INSTRUCTED TO REFINISH OR REPLACE DAMAGED OR STAINED CUTTING BOARDS AND MAINTAIN AT ALL TIMES.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED GREASE BUILDUP ON THE OVEN USED TO WARM SANDWICHES. INSTRUCTED TO DEGREASE, CLEAN AND SANITIZE. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED NO FOOD MANAGER WITH ALLERGEN TRAINING. INSTRUCTED ANY PERSONS WITH THE CITY OF CHICAGO FOOD SANITATION CERTIFICATE TO COMPLY WITH COMPLETION OF TRAINING.",41.88582205,-87.63230374,"{'latitude': '-87.63230373508567', 'longitude': '41.885822047853026'}"
2261994,REGENCY CATERERS,Restaurant,Risk 1 (High),151 E WACKER DR ,Chicago,IL,60601,2/14/2019,Canvass,Pass,"44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: OBSERVED STORED PLATES NOT INVERTED. INSTRUCTED MANAGEMENT TO INVERT PLATES AFTER SANITIZING AND AIR DRYING.",41.88799989,-87.62256513,"{'latitude': '-87.62256513255957', 'longitude': '41.88799988734853'}"
2261979,CRYSTAL BALLROOM/PLAZA BALLROOM,Restaurant,Risk 1 (High),151 E WACKER DR ,Chicago,IL,60601,2/14/2019,Canvass Re-Inspection,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED COFFEE RESIDUE LEFT IN THE COFFEE BREWING MACHINE LOCATED IN THE KITCHEN PREP AREA. INSTRUCTED TO REMOVE RESIDUE, CLEAN AND SANITIZE BETWEEN USES. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO BACK FLOW PREVENTER DEVICE ON THE COFFEE MACHINE. INSTRUCTED TO INSTALL SO THAT IT CAN BE LOCATED TO BE SERVICED AND MAINTAINED. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED THE UNISEX EMPLOYEE TOILET ROOM LOCATED NEAR THE ICE MACHINE AND WALK IN COOLER IN NEED OF CLEANING. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN AT ALL TIMES. A LINGERING SMELL OF CIGARETTE SMOKE WAS ALSO NOTED WITHIN THE WASHROOM. PERSON IN CHARGE WAS INFORMED AND MADE AWARE TO CLOSELY MONITOR. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FOOD DEBRIS AND SPILLS ON THE FLOORS AND SURFACES THROUGHOUT THE FACILITY. INSTRUCTED TO DETAIL CLEAN UNDER ALL SHELVING UNITS, INTERIOR OF PREP COOLERS, HOT-HOLDING UNITS, PREP TABLES AND COFFEE PREP AREAS TO REMOVE SPILLS, FOOD DEBRIS AND DIRT BUILDUP. MUST MAINTAIN AT ALL TIMES.",41.88799989,-87.62256513,"{'latitude': '-87.62256513255957', 'longitude': '41.88799988734853'}"
2261978,FAT EDDIE'S EMPLOYEE CAFETERIA,Restaurant,Risk 1 (High),151 E WACKER DR ,Chicago,IL,60601,2/14/2019,Canvass Re-Inspection,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED MOP IN A POSITION THAT DOES NOT ALLOW TO DRY PROPERLY AND PREVENT PEST HARBORAGE. MUST STORE MOP AFTER USE IN A MOUNTED POSITION THAT ALLOWS FOR AIR-DRYING WITHOUT SOILING AND PEST HARBORAGING.",41.88799989,-87.62256513,"{'latitude': '-87.62256513255957', 'longitude': '41.88799988734853'}"
2261983,BISTRO 151/BAR AT 151,Restaurant,Risk 1 (High),151 E WACKER DR ,Chicago,IL,60601,2/14/2019,Canvass Re-Inspection,Pass w/ Conditions,"25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: OBSERVED MENU WITH A DISCLOSURE STATEMENT AND NO REMINDER ON THE MENU FOR RAW OR UNCOOKED ANIMAL-BASED FOOD ITEMS. INSTRUCTED TO PROVIDE BOTH DISCLOSURE STATEMENT AND REMINDER ON THE MENU. INFORMED MANAGER THAT CONSUMER ADVISORY SIGNAGE MUST ALSO BE POSTED IN PLAIN VIEW OF CUSTOMER. INSTRUCTED TO MAINTAIN AT ALL TIMES.  PRIORITY FOUNDATION VIOLATION #7-38-005. NO CITATION ISSUED. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED NO SPLASHGUARD BETWEEN FRONT EXPOSED HAND SINK AND DIPPING WELL. MUST INSTALL A WASHABLE SPLASHGUARD. | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: OBSERVED PRESET TABLEWARE AT ALL DINING TABLES. INSTRUCTED THAT ALL PRESET TABLEWARE SHALL BE PROTECTED FROM CONTAMINATION BY BEING WRAPPED, COVERED, OR INVERTED. MUST MAINTAIN AT ALL TIMES. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FOOD DEBRIS AND SPILLS ON THE FLOORS AND SURFACES THROUGHOUT THE FACILITY. INSTRUCTED TO DETAIL CLEAN UNDER ALL SHELVING UNITS, INTERIOR OF PREP COOLERS, HOT-HOLDING UNITS, PREP TABLES AND FLOOR DRAINS TO REMOVE SPILLS, FOOD DEBRIS AND DIRT BUILDUP TO AID IN ELIMINATING PEST ACTIVITY. MUST MAINTAIN AT ALL TIMES.",41.88799989,-87.62256513,"{'latitude': '-87.62256513255957', 'longitude': '41.88799988734853'}"
2261975,THE GALLERY,Restaurant,Risk 1 (High),151 E WACKER DR ,Chicago,IL,60601,2/14/2019,Canvass Re-Inspection,Pass,Unknown,41.88799989,-87.62256513,"{'latitude': '-87.62256513255957', 'longitude': '41.88799988734853'}"
2261831,POPEYES CHICKEN,Restaurant,Risk 1 (High),156 N WABASH AVE FL 1,Chicago,IL,60601,2/11/2019,License,Not Ready,Unknown,41.88471488,-87.62640013,"{'latitude': '-87.62640013225639', 'longitude': '41.88471487688737'}"
2261816,"FERRERO U.S.A., INC.",Restaurant,Risk 1 (High),151 N MICHIGAN AVE ,Chicago,IL,60601,2/11/2019,Canvass,Pass w/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO EMPLOYEE HEALTH POLICY/TRAINING ON SITE. INSTRUCTED FACILITY TO ESTABLISH AN APPROPRIATE EMPLOYEE HEALTH POLICY/TRAINING SYSTEM AND MAINTAIN WITH VERIFIABLE DOCUMENTS ON SITE.  PRIORITY FOUNDATION VIOLATION #7-38-010. NO CITATION ISSUED | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED CUTTING BOARD IN THE FRONT PREP AREA WITH DISCOLORED WITH DARK STAINS. INSTRUCTED TO REFINISH OR REPLACE STAINED CUTTING BOARDS AND MAINTAIN AT ALL TIMES. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED MISSING CEILING TILE PANEL ABOVE THE ESPRESSO MACHINE IN THE FRONT PREP AREA AREA. INSTRUCTED TO REPLACE MISSING CEILING TILES PANEL TO AVOID CONTAMINATION.",41.88454011,-87.62430852,"{'latitude': '-87.62430852246028', 'longitude': '41.88454011059238'}"
2261845,Flight Club,Restaurant,Risk 1 (High),111 W Wacker DR ,Chicago,IL,60601,2/11/2019,Complaint,Pass w/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO EMPLOYEE HEALTH POLICY/TRAINING ON SITE. INSTRUCTED FACILITY TO ESTABLISH AN APPROPRIATE EMPLOYEE HEALTH POLICY/TRAINING SYSTEM AND MAINTAIN WITH VERIFIABLE DOCUMENTS ON SITE. PRIORITY FOUNDATION VIOLATION #7-38-010. NO CITATION ISSUED | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO PROCEDURE/PLAN FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS. INSTRUCTED FACILITY TO DEVELOP AND MAINTAIN A PROCEDURE/PLAN AND TO MAINTAIN ANY APPROPRIATE SUPPLIES TO HANDLE BODILY FLUID SPILLS ON SITE.  PRIORITY FOUNDATION VIOLATION #7-38-005. NO CITATION ISSUED. | 23. PROPER DATE MARKING AND DISPOSITION - Comments: OBSERVED READY-TO-EAT FOODS NOT DATE MARKED TO INDICATE THE PRODUCT'S NAME AND DATE IN WHICH THE FOOD MUST BE SOLD, DISCARDED OR CONSUMED WITHIN 7 DAYS. INSTRUCTED TO PROVIDE PROPER LABELS FOR DATE MARKING AND DISCARD DATE FOR REFRIGERATED, READY-TO-EAT, TCS FOODS HELD OVER 24HRS PLACED IN ALL COLD-HOLDING UNITS. PRIORITY FOUNDATION VIOLATION #7-38-005. NO CITATION ISSUED. | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: OBSERVED MENU WITH A DISCLOSURE STATEMENT AND NO REMINDER ON THE MENU FOR RAW OR UNCOOKED ANIMAL-BASED FOOD ITEMS. INSTRUCTED TO PROVIDE BOTH DISCLOSURE STATEMENT AND REMINDER ON THE MENU. INFORMED MANAGER THAT CONSUMER ADVISORY SIGNAGE MUST ALSO BE POSTED IN PLAIN VIEW OF CUSTOMER. INSTRUCTED TO MAINTAIN AT ALL TIMES.  PRIORITY FOUNDATION VIOLATION #7-38-005. NO CITATION ISSUED. | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: OBSERVED PLATES NOT INVERTED IN THE KITCHEN PREP AREAS. INSTRUCTED MANAGEMENT TO INVERT PLATES DURING STORAGE AFTER SANITIZING AND AIR DRYING. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED MILK CRATES BEING USED TO PROP UP A BIN OF DISPOSABLE NAPKINS. INSTRUCTED PERSON IN CHARGE TO REMOVE CRATES FROM THE GROUND AND PROVIDE SHELVING THAT IS 6' OFF THE FLOOR AND ALLOWS FLOOR ACCESSIBILITY TO ADEQUATE FACILITY CLEANING.",41.88670692,-87.63135247,"{'latitude': '-87.63135247096261', 'longitude': '41.886706918965025'}"
2261738,SWISSOTEL - CONCOURSE LEVEL,Restaurant,Risk 1 (High),323 E WACKER DR ,Chicago,IL,60601,2/8/2019,Canvass,Pass w/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO EMPLOYEE HEALTH POLICY/TRAINING ON SITE. INSTRUCTED FACILITY TO ESTABLISH AN APPROPRIATE EMPLOYEE HEALTH POLICY/TRAINING SYSTEM AND MAINTAIN WITH VERIFIABLE DOCUMENTS ON SITE. PRIORITY FOUNDATION VIOLATION #7-38-010. NO CITATION ISSUED | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED FACILITY WITH A BODILY FLUID SPILL KIT AND NO PROCEDURE/PLAN FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS. NECESSARY ITEMS AT A MINIMUM MUST INCLUDE BUT ARE NOT LIMITED TO GLOVES, FACE MASKS, DISPOSABLE MOPS, AND APPROPRIATE SANITIZER. INSTRUCTED FACILITY TO DEVELOP AND MAINTAIN A PROCEDURE/PLAN AND TO MAINTAIN ANY APPROPRIATE SUPPLIES ON SITE.  PRIORITY FOUNDATION VIOLATION #7-38-005. NO CITATION ISSUED. | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: OBSERVED MENU WITH A DISCLOSURE STATEMENT AND NO REMINDER ON THE MENU FOR RAW OR UNCOOKED ANIMAL-BASED FOOD ITEMS. INSTRUCTED TO PROVIDE BOTH DISCLOSURE STATEMENT AND REMINDER ON THE MENU. INFORMED MANAGER THAT CONSUMER ADVISORY SIGNAGE MUST ALSO BE POSTED IN PLAIN VIEW OF CUSTOMER. INSTRUCTED TO MAINTAIN AT ALL TIMES.  PRIORITY FOUNDATION VIOLATION #7-38-005. NO CITATION ISSUED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED ALL AUTOMATIC SOAP DISPENSERS IN THE WOMEN?S RESTROOM LOCATED ON L4 NOT OPERATING. TWO BOTTLES LABELED ?SHOWER GEL? WERE PROVIDED. INSTRUCTED TO REPAIR ALL DISPENSERS AND PROVIDE HANDSOAP AT EACH DISPENSING STATION. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED MISSING AND DAMAGED FLOOR TILES IN THE WOMEN'S RESTROOM ON L4 NEAR THE TWO SHOWERS. INSTRUCTED TO REPAIR OR REPLACE TILES TO CREATE A SMOOTH AND EASILY CLEANABLE SURFACE. MUST MAINTAIN AT ALL TIMES. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED A MISSING LIGHT-BULB IN THE REFRIGERATOR UNIT IDENTIFIED AS 'K2' IN THE KITCHEN PREP AREA. INSTRUCTED TO REPLACE BULB AND MAINTAIN LIGHTING IN THE UNIT.  | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED NO FOOD MANAGER WITH ALLERGEN TRAINING. INSTRUCTED ANY PERSONS WITH THE CITY OF CHICAGO FOOD SANITATION CERTIFICATE TO COMPLY WITH COMPLETION OF TRAINING.",41.88755604,-87.61965509,"{'latitude': '-87.61965509328479', 'longitude': '41.887556040948596'}"
2261806,DUNKIN DONUTS,Restaurant,Risk 2 (Medium),303 E WACKER DR ,Chicago,IL,60601,2/8/2019,Canvass,Pass,"39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED ICE TRAY LOCATED BEHIND THE FRONT SERVICE COUNTER WITH THE LID OPEN. INSTRUCTED TO KEEP LID CLOSE IN BETWEEN USES TO AVOID CONTAMINATING THE ICE USED FOR HUMAN CONSUMPTION. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED TORN DOOR GASKET INSIDE OF THE REACH IN PREP COOLER. INSTRUCTED TO REPLACE",41.88770538,-87.62058814,"{'latitude': '-87.62058814392799', 'longitude': '41.88770537937826'}"
